Xtf_id,Name,Zip,Place,Operator,Contact,OperatorAddress,Phone,Web,Mail,BeginningOfOperation,Power,Energy,HouseConnections,NetLength,EnergySource1,EnergySource2,PositionAccuracy,x,y
tn561,Holzschnitzelfeuerung Schulanlage Dagmersellen,6252,Dagmersellen,Gemeinde Dagmersellen,Gemeinde Dagmersellen,Postfach 28,627485252,https://www.dagmersellen.ch,kanzlei@dagmersellen.ch,2000,0.64999998,1303,12,,5,,103,2641874,1229387.3
tn562,Emmi Emmen,6032,Emmen,Emmi Emmen,Emmi Emmen,Seetalstrasse 200,582273522,https://group.emmi.com/de/unser-engagement/nachhaltigkeit/fokus/initiativen/waermerueckgewinnung/,,2009,3.2,,,,11,14,103,2666504.5,1216389
tn563,"Wärmeverbund Seetalplatz, Emmenbrücke",6020,Emmenbrücke,Wärmeverbund Seetalplatz AG,Wärmeverbund Seetalplatz AG,Gerliswilstrasse 19,414147100,https://www.waermeverbundseetalplatz.ch,info@waermeverbundseetalplatz.ch,2014,3.95,7900,18,,11,,103,2663909,1213678.5
tn564,Wärmeverbund Bodenmatt,6162,Entlebuch,Gemeinde Entlebuch,Alterswohnheim Entlebuch,Bodenmatt 7,414826363,https://www.awh-entlebuch.ch,info@awh-entlebuch.ch,1992,1.5,,,,5,,103,2647840.7,1204786.7
tn565,Holzschnitzelheizung Finsterwald,6162,Finsterwald b. Entlebuch,Korporation Entlebuch,Gemeinde Entlebuch,Untere Bodenmatt 1,414820250,https://www.entlebuch.ch,gemeindekanzlei@entlebuch.ch,,0.80000001,800,30,20,5,,103,2650501.8,1202610.2
tn566,Fernwärme Schlössli,6022,Grosswangen,Gemeinde Grosswangen,Josef Kunz,Schlössli 2,419802592,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,kunz.josef@bluewin.ch,,,,,,5,,103,2646508.9,1220706.7
tn124,Wärmeverbund Untersiggenthal,5417,Untersiggenthal,Wohnbaugenossenschaft Untersiggingen,Wohnbaugenossenschaft Untersiggingen,Rebbergstrasse 17,,,,1998,,,,,5,,102,2661154.1,1261757.5
tn557,Wärmeverbund ARA Baldegg,6283,Baldegg,EBL,,"Mühlemattstrasse 6, 4410 Liestal",800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,2011,2.704,5012,,0.95,15,2,103,2663876,1225456.6
tn126,Nahwärmeverbund Waltenschwil,5622,Waltenschwil,Gemeinde Waltenschwil,Gemeinde Waltenschwil,Schulhausstrasse,566191820,https://www.holzenergie.ch/uploads/tx_ttproducts/datasheet/202_BewaehrteFirmen_05.pdf,info@holzenergie.ch,2006,0.4,,,,5,,101,2665415.6,1243056.9
tn127,Schnitzelheizung Schulhaus,4317,Wegenstetten,Gemeinde Wegenstetten,Schulhaus,Schulgasse 13,618710284,https://www.wegstetten.ch,gemeindekanzlei@wegstetten.ch,1996,0.30000001,,2,,5,,102,2637336.6,1261044.6
tn128,Gemeindeverwaltung Wettingen,5430,Wettingen,Gemeinde Wettingen,Gemeinde Wettingen,Alb. Zwyssigstrasse 76,564377111,https://www.wettingen.ch/de/,gemeinde@wettingen.ch,1998,0.7,,,,5,,101,2666951.9,1257619.3
tn129,Wärmeverbund Bremgarten,8967,Widen,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,628342111,https://www.ee-news.ch/de/article/22874/aew-energie-ag-abschluss-waermeverbund-bremgarten,info@aew.ch,2011,8.5,30000,191,11.3,5,1,103,2669874.3,1246622.6
tn130,Kunzareal,5210,Windisch,IBB Brugg,IBB Brugg,Gaswerkstrasse 5<br />5200 Brugg,564602800,https://www.kunzareal.ch/areal/#nachhaltigkeit,contracting@ibbrugg.ch,2012,1.5,2100,,0.7,11,2,103,2659764.5,1259314.3
tn567,Wärmeversorgung Hasle,6166,Hasle LU,Einwohnergemeinde Hasle,Einwohnergemeinde Hasle,,,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2012,0.3,561,,,5,,103,2646638,1203469.5
tn568,Fernwärmeheizung Hellbühl,6016,Hellbühl,Gemeinde Neuenkirch,Dahinden Sägewerk AG,Kirchrain 20,414697080,https://www.neuenkirch.ch,bauamt@neuenkirch.ch,1994,1.39999998,1650,30,2,5,,103,2658012.8,1213410.2
tn569,Wärmeverbund Reiden,6260,Hintermoos,Gemeinde Reiden,Wärmeverbund Reiden,Grossmatte 1,,https://www.reiden.ch,gemeindeverwaltung@reiden.lu.ch,2002,1.5,3000,13,1,5,,103,2640451.8,1232908.7
tn570,Schulhaus Arena Hochdorf,6280,Hochdorf,Gemeinde Hochdorf,Schulhaus Arena,Alte Urswilstrasse 26,419105070,https://www.schulehochdorf.ch,sekretariat@schulehochdorf.ch,2012,0.4933,586,,,6,,103,2664515.3,1223944.6
tn572,Kleinwil,6048,Horw,,Gemeinde Horw,Gemeindehausplatz 1,413491111,http://www.horw.ch/dl.php/de/52b80249e2f94/1514_Kommunale_Energieplanung_Horw_Anhang.pdf,info@horw.ch,2008,0.15,,,,6,,103,2665788.2,1206708.3
tn573,Kleinwilhöhe,6048,Horw,,Gemeinde Horw,Gemeindehausplatz 1,413491111,http://www.horw.ch/dl.php/de/52b80249e2f94/1514_Kommunale_Energieplanung_Horw_Anhang.pdf,info@horw.ch,2012,0.42,,,,6,1,103,2665659.3,1206911.5
tn1139,ARA Unterseen,3800,Unterseen,EBL,,"Mühlemattstrasse 6, 4410 Liestal",800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,,5.082,9266,,,15,,,2631040.869,1169512.795
tn575,Krebsbärenhalde,6048,Horw,,Gemeinde Horw,Gemeindehausplatz 1,413491111,http://www.horw.ch/dl.php/de/52b80249e2f94/1514_Kommunale_Energieplanung_Horw_Anhang.pdf,info@horw.ch,1978,0.4,,,,1,,103,2666480.8,1207482.4
tn125,Fernwärmeversorgung Villigen,5234,Villigen,REFUNA AG,REFUNA AG,"Beznau, 5312 Döttingen",562688010,https://www.refuna.ch/,info@refuna.ch,1984,4.5,7800,175,7.0999999,17,,103,2659427.8,1267045.7
tn576,Rosenfeld,6048,Horw,,Gemeinde Horw,Gemeindehausplatz 1,413491111,http://www.horw.ch/dl.php/de/52b80249e2f94/1514_Kommunale_Energieplanung_Horw_Anhang.pdf,info@horw.ch,2000,1.3,,,,1,,103,2666255.7,1208334.1
tn577,Schiltmatthalde,6048,Horw,,Gemeinde Horw,Gemeindehausplatz 1,413491111,http://www.horw.ch/dl.php/de/52b80249e2f94/1514_Kommunale_Energieplanung_Horw_Anhang.pdf,info@horw.ch,1987,0.3,,,,1,,103,2666568.8,1207772.1
tn293,Wärmeverbund Saanen-Gstaad,3780,Gstaad,EBL,,"Mühlemattstrasse 6, 4410 Liestal",800325000,https://www.ebl.ch/de/unternehmen/standorte.html,,2008,16.9,29108,190,11.5,4,,103,2584066,1148212.2
tn131,Wärmeverbund Wohlenschwil,5512,Wohlenschwil,"AEW Energie AG, Aarau",AEW Energie AG,Obere Vorstadt 40<br />5001 Aarau,628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,2014,0.24,190,,,5,,103,2661769.3,1251656.1
tn580,Stegenhalde,6048,Horw,,Gemeinde Horw,Gemeindehausplatz 1,413491111,http://www.horw.ch/dl.php/de/52b80249e2f94/1514_Kommunale_Energieplanung_Horw_Anhang.pdf,info@horw.ch,2014,0.25,,,,1,,103,2667313.4,1208273
tn585,Heizzentrale Inwil,6034,Inwil,Korporation Baar,Korporation Baar,Ziegelhütte,417660966,https://www.korporationbaar.ch/taetigkeiten/energie/,info@korporationbaar.ch,2008,,,,,5,,103,2683068.8,1226507.1
tn587,Abwasserwärme Hirschengraben EWL,6003,Luzern,ewl,Markus Dittli,Industriestrasse 6,413694227,https://www.eicher-pauli.ch/de/Referenzen,info@ewl-luzern.ch,2010,1.67,2750,,0.238,15,2,103,2665609.9,1211266.1
tn589,ewl Wärmetechnik AG,6002,Luzern,ewl Wärmetechnik AG,ewl Wärmetechnik AG,Industriestrasse 6,800395395,https://www.ewl-luzern.ch,info@ewl-luzern.ch,1990,20,35000,19,3,5,1,103,2666288.9,1210410.8
tn590,Himmelrich 3,6300,Luzern,allgemeine baugenossenschaft Luzern,allgemeine baugenossenschaft Luzern,Claridenstrasse,412272929,https://www.himmelrich3.ch,info@abl.ch,2019,0,,,,11,,103,2665889,1210685.4
tn591,Inseliquai Energiezentrale,6005,Luzern,ewl,ewl,Industriestrasse 6,800395395,https://www.ewl-luzern.ch,info@ewl-luzern.ch,1980,2.6,,,,10,2,103,2666472.3,1211280.6
tn592,Quartierheizung Staffelnhof,6002,Luzern,ewl Wärmetechnik AG,ewl Wärmetechnik AG,Industriestrasse 6,800395395,https://www.ewl-luzern.ch,info@ewl-luzern.ch,1996,4.5,8806,19,3,2,1,103,2663639,1212731.4
tn593,Village Luzern Rösslimatt,6005,Luzern,ewl,ewl,Industriestrasse 6,800395395,https://www.2000watt.ch/fileadmin/user_upload/2000Watt-Gesellschaft/alle_sprachen/faktenblaetter/Faktenblatt_Village_Luzern.pdf,info@ewl-luzern.ch,2016,0,,,,10,,103,2666446.8,1210913.9
tn595,Wärmeverbund Ruopigen Center,6015,Luzern,Ruopigen Zentrum,Ruopigen Zentrum,Ruopigenplatz,,https://www.ruopigen-zentrum.ch,,,,,,,2,,103,2663508.8,1212606
tn597,Fernheizung Marbach,6196,Marbach LU,Gemeinde Marbach,Gemeinde Marbach,Hauptstrasse 95,414877000,https://www.amstutzholzenergie.ch/energietechnik/referenzen,,,1.2,,,,5,1,102,2635409.5,1189153.4
tn598,Wärmeverbund Neudorf,6025,Neudorf,Einwohner- und Kirchgemeinde Neudorf,Gemeindeverwaltung Neudorf,Schulhausstrasse 13,419302094,https://www.neudorf.ch,gemeindeverwaltung@neudorf.lu.ch,2002,0.34999999,350,3,0.2,14,2,103,2658450.8,1225858.7
tn600,Wärmeverbund Hellbühl Neuenkirch,6206,Neuenkirch,,,,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2011,0.5,,,,5,,103,2657918,1217240.8
tn601,Schweizer Paraplegiker Zentrum,6207,Nottwil,Schweizer Paraplegiker-Zentrum,Schweizer Paraplegiker-Zentrum,Guido A. Zäch Str. 1,419395454,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,2013,4,,,,10,2,103,2652506.1,1221433.4
tn602,Sidler / Sonnenrain,6207,Nottwil,Sidler & Co. Nottwil,Sidler & Co. Nottwil,Kantonsstrasse 37,419371144,https://www.sidler-nottwil.ch/umwelt/,info@sidler-nottwil.ch,,,,,,5,,103,2652382.7,1221028.2
tn603,Sporthalle Kirchmatte / Pfarrkirche,6207,Nottwil,Sporthalle Kirchmatte,Sporthalle Kirchmatte,Obere Kirchmatte 7,,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,,,,,,5,,103,2653127.1,1220456.4
tn604,Wärmeverbund Nottwil,6207,Nottwil,,,,,https://www.nottwil.ch/de/umwelt-wirtschaft/umwelt/versorgung-waerme.php,gemeinde@nottwil.ch,2017,0.55,,,,5,,102,2652991.1,1220568.8
tn606,Campus Sursee,6208,Oberkirch,CAMPUS SURSEE,CAMPUS SURSEE,Leidenbergstrasse 17,419262626,https://www.campus-sursee.ch,info@campus-sursee.ch,,,,,,5,,103,2649344.5,1223740.9
tn596,Fernwärme Emmen Luzern,6014,Luzern,ewl,ewl,Industriestrasse 6,800395395,https://www.ewl-luzern.ch/privatkunden/energie/fernwaerme/emmen-luzern/,info@ewl-luzern.ch,2018,27,54000,,,14,2,103,2662848.91,1212937.98
tn599,Heizgenossenschaft Vorderkrauerhaus-Meiengrüen,6206,Neuenkirch,,,,,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,,,,,,13,,103,2657906.3,1217351.8
tn579,Spitz,6048,Horw,Primeo Energie,Gemeinde Horw,Gemeindehausplatz 1,413491111,http://www.horw.ch/dl.php/de/52b80249e2f94/1514_Kommunale_Energieplanung_Horw_Anhang.pdf,info@horw.ch,2006,0.865,,,,5,1,103,2665626.8,1207279.2
tn594,Wärme- und Kälteversorgung CONCORDIA,6002,Luzern,ewl,ewl,Industriestrasse 6,800395395,https://www.ewl-luzern.ch/geschaeftskunden/energie/waerme-und-kaelte/,info@ewl-luzern.ch,2007,0,,,,15,,103,2666137.6,1210932.6
tn845,CADCIME,1312,Eclépens,Romande Energie,Cadcime SA,Usine de ciments d'Eclépens,588509111,https://www.cadcime.ch/,contact@cadcime.ch,1993,18.5,26000,220,14.7,14,2,103,2531670,1167512.999
tn582,Stegenstrasse,6048,Horw,,Gemeinde Horw,Gemeindehausplatz 1,413491111,http://www.horw.ch/dl.php/de/52b80249e2f94/1514_Kommunale_Energieplanung_Horw_Anhang.pdf,info@horw.ch,2002,0.13,,,,1,,103,2667298.7,1208418.4
tn132,Fernwärmeversorgung Würenlingen,5303,Würenlingen,Gemeinde Würenlingen,Gemeinde Würenlingen,Dorfstrasse 13,562971515,https://www.wuerenlingen.ch/verwaltung/fernwaermeversorgung/,bauverwaltung@wuerenlingen.ch,1983,,,600,25,17,2,103,2659470.5,1267102.3
tn133,Microverbund Zeihen,5079,Zeihen,Gemeinde Zeihen,Gemeinde Zeihen,,628674040,https://www.zeihen.ch,gemeindeverwaltung@zeihen.ch,2017,0.24,,,,5,,103,2648756,1258505.7
tn134,Fernwärme Stadt Zofingen,4800,Zofingen,StWZ Energie AG,StWZ Energie AG,Mühlegasse 7,627453232,https://www.swisspower.ch/themen-und-standpunkte/stwz-energie-ag-nimmt-holzschnitzelheizung-in-betrieb,,2015,4.7,6700,,,5,2,103,2638412,1238539.3
tn135,Grundwasser-Wärmepumpe Gewerbepark Printcolor AG Brühl,4800,Zofingen,Printcolor AG,Corinna Ineichen,Hinterruttenberg 54<br />8934 Knonau,434668066,https://www.bafu.admin.ch/bafu/en/home/topics/climate/info-specialists/climate-policy/compensation-for-co2-emissions/list-of-registered-compensation-projects/3-3-nutzung-von-umweltwaerme.html,ineichen.corinna@bluewin.ch,2018,0.564,,5,,11,,103,2637624.6,1237842.3
tn136,Einwohnergemeinde Zufikon,5621,Zufikon,Gemeinde Zufikon,Gemeinde Zufikon,Schulstrasse 15,566482930,https://www.holzenergie.ch,info@holzenergie.ch,2003,0.55,,,,5,,103,2669495.7,1244555.4
tn137,Wärmeverbund Gais,9056,Gais,Gemeinde Gais,Gemeindebauamt Gais,Schulhausstrasse 1,717918080,https://www.gais.ch,gemeinde@gais.ar.ch,,,,,,5,,102,2752856.8,1247969.5
tn607,Fernwärme Oberkirch / Surenweidstrasse,6208,Oberkirch,Energie Oberkirch AG,Energie Oberkirch AG,Luzernerstrasse 68,418554501,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,pius.betschart@uak.ch,2015,1.8,3356,,,5,2,103,2651218.9,1223305.2
tn608,Hirschmatte,6208,Oberkirch,,,,,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,,,,,,5,,103,2651390.2,1222845.2
tn454,CAD Broc,1636,Broc,EBL,,"Mühlemattstrasse 6, 4410 Liestal",800325000,https://www.broc.ch/chauffage-a-distance.html,info@ebl.ch,2015,1.852,3615,,,5,2,103,2573584.5,1161629.8
tn610,Wärmeverbund Pfaffnau,6264,Pfaffnau,Gemeinde Pfaffnau,Gemeinde Pfaffnau,Dorfstrasse 20,627473070,https://www.pfaffnau.ch,gemeindeverwaltung@pfaffnau.ch,,,,,,5,,103,2635198,1230793
tn611,Wärmeverbund Rickenbach,6221,Rickenbach,Gemeinde Rickenbach,Gemeinde Rickenbach,Breitestrasse 5,412686011,https://www.amstutzholzenergie.ch/energietechnik/referenzen/,energietechnik@amstutzholzenergie.ch,2015,0.95,1100,,0.8,5,,102,2652708.8,1232947.9
tn612,Fernheizung Flüebode,6113,Romoos,Emmenegger Sägerei GmbH,Emmenegger Sägerei GmbH,Flüeboden,414802948,https://www.emmenegger-holz.ch,emmeneggerp@bluewin.ch,1996,0.5,5000,4,,4,,103,2644933,1206903
tn613,Fernheizung Weierhüsli-Dorf,6113,Romoos,Sägewerk Paul Herger,Sägewerk Paul Herger,Weierhüsli,414801377,https://www.herger-holz.ch,,1994,0.69999999,800,16,1.60000002,5,1,103,2644198,1206651.5
tn614,Renergiea Perlen,6035,Root,Renergia,Renergia,Wegmattplatz 1,414553333,https://www.renergia.ch/wissen/energie/,info@renergia.ch,2015,14.5,29000,,,16,,103,2671059,1218452.5
tn615,Alterswohnheim Schlossmatte,6017,Ruswil,Gemeinde Ruswil,Alterswohnheim Schlossmatte,Hellbühlerstrasse 9,414966700,https://www.awz-ruswil.ch,info@awz-ruswil.ch,,,,,,5,7,103,2652378.6,1214835.4
tn616,Wärmeversorgung Haupt AG Ruswil,6017,Ruswil,Haupt AG,Holzbau - Schreinerei - Fensterbau,Rosswöschstrasse 28,414951733,https://www.haupt-ag.ch,info@haupt-ag.ch,1995,0.89999998,1140,10,0.5,5,1,103,2651969,1214550.3
tn1150,Wärmeverbund Dorfstrasse,4493,Wenslingen,Andreas Gass,,Dorfstrasse 11,619910008,,,,,,5,,2,,102,2635600.661,1254367.976
tn618,Wärmeverbund Schachen,6105,Schachen,Wärmeverbund Schachen AG,Wärmeverbund Schachen AG,Gewerbering 5,414996161,https://www.heitzmann.ch/de/ueber-uns/waermeverbund-schachen/,mail@heitzmann.ch,2017,1.65,,82,1.2,5,,103,2653693,1209667.2
tn619,Wärmeverbund Chlosterbüel,6170,Schüpfheim,CKW AG,Gemeinde Schüpfheim,Chlosterbüel 28,412495809,https://www.ckw.ch,info@ckw.ch,1997,1.14,4200,21,2,5,,102,2644668.4,1201100.9
tn138,Wärmeverbund Bissau,9410,Heiden,Wärmeverbund Bissau GmbH,c/o EW Heiden AG,Bachstrasse 6a,718988940,https://www.ewheiden.ch/,info@ewheiden.ch,2000,1.5,10000,30,1.10000002,12,,102,2758099.3,1256272.2
tn139,Wärmeverbund Rosental,9410,Heiden,EW Heiden AG,c/o EW Heiden AG,Bachstrasse 6a,718988940,https://www.ewheiden.ch/,info@ewheiden.ch,2001,0.03,60,2,0.06,5,,102,2757976.5,1256793
tn140,Wärmeversorgung Bad Unterrechstein,9410,Heiden,Wärmeversorgung Bad Unterrechstein GmbH,c/o EW Heiden AG,Bachstrasse 6a,718988940,https://www.ewheiden.ch/,info@ewheiden.ch,2003,0.44999999,1400,3,0.12,5,,103,2756713.6,1255413.5
tn805,Wärmeversorgung Kifa AG,8355,Aadorf,Kifa AG,Kifa AG,Schützenstrasse 25,523684121,https://www.kifa.ch/home/,info@kifa.ch,,,,,,5,,103,2710441.3,1261154.5
tn620,Wärmeversorgung Wickiholz,6170,Schüpfheim,Wicki AG,"Wicki AG, Schreinerei",Under-Trüebebach,414841860,https://www.wicki.ag.ch,info@wicki-ag.ch,,,,,,5,,102,2643938.5,1200303
tn141,Wärmeverbund Speicher - Trogen,9042,Speicher,St.Gallisch-Appenzellische Kraftwerke AG (SAK),St.Gallisch-Appenzellische Kraftwerke AG (SAK),Vadianstrasse 50<br />9001 St. Gallen,712295757,https://www.sak.ch,waerme@sak.ch,2012,8.2,17000,170,16,5,1,103,2751727.9,1253298.8
tn621,Wärmeverbund Schwarzenberg,6103,Schwarzenberg,Gemeinde Schwarzenberg,Gemeinde Schwarzenberg,Dorfstrasse,412686011,https://www.amstutzholzenergie.ch/energietechnik/referenzen/,energietechnik@amstutzholzenergie.ch,2017,1.15,2000,,1.87,5,,102,2655852.5,1207473.5
tn622,Wärmeversorgung Josef Lötscher Sägerei,6103,Schwarzenberg LU,Josef Lötscher Säge- & Hobelwerk,Josef Lötscher Säge- & Hobelwerk,Lifelen 2,414972441,http://loetscher-saegerei.ch/,loetscher-saegerei@regiocom.ch,,,,,,5,,103,2657066,1207532.5
tn623,Fernwärmeversorgung Sempach,6204,Sempach,Kooperation Sempach,Kooperationsverwaltung Sempach,Seestrasse 16,414602464,https://www.sempach.ch,info@kooperation-sempach.ch,1997,1.70000005,1800,,,5,1,103,2657182.1,1220486.5
tn624,Wärmeverbund Sempach-Station,6204,Sempach,RFW HolzWärme AG,RFW HolzWärme AG,Eichweid 10,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2013,1.1,2020,16,1.6,5,,103,2657143,1218589.8
tn625,Alterszentrum St. Martin,6210,Sursee,Alterszentrum St. Martin,Alterszentrum St. Martin,St. Martinsgrund 9,419250700,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,alterszentrum@stadtsursee.ch,,,,,,5,,103,2651077.4,1224978
tn941,Fernwärme Allmend Meilen,8706,Meilen,EBL,Genossenschaft Elektra Baselland,Mühlemattstrasse 6<br />4410 Liestal,449255470,https://www.schulemeilen.ch,,2000,0.40000001,1416,2,1.20000005,5,1,103,2691522.7,1236396.5
tn627,Korporation Sursee Fähndrichweg,6210,Sursee,Korporation Sursee,Korporation Sursee,Rathausplatz 9,419217760,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,2015,,,,,5,,103,2650633.1,1224212.3
tn628,Korporation Sursee Mühlehof,6210,Sursee,Korporation Sursee,Korporation Sursee,Rathausplatz 9,419217760,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,2008,,,,,5,,103,2651032,1224389.9
tn148,Wärmeverbund Anwil,4469,Anwil,Gemeinde Anwil,Gemeinde Anwil,Schulweg 79,619910790,https://www.baselland.ch/politik-und-behorden/gemeinden/anwil,gemeinde@anwil.ch,1992,,,51,,5,,102,2637845,1255910.2
tn1146,Wärmeverbund Maisprach,4464,Maisprach,Gemeinde Maisprach,,Zeiningerstrasse 1,618411446,https://www.maisprach.ch,gemeindeverwaltung@maisprach.ch,,0.4,640,23,,2,,101,2630673.297,1263900.026
tn632,Knutwiler Bad,6234,Triengen,Gemeinde Triengen und Knutwil,Bad Knutwil,,419251777,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,info@knutwiler.ch,,,,,,5,,103,2647946.3,1229359.9
tn633,Marchstein 2,6234,Triengen,Dominik Fischer,Dominik Fischer,Marchstein 2,419331660,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,,,,,,5,,103,2647557.2,1233844
tn658,CAD Lignières,2523,Lignières,Commune de Lignières,Commune de Lignières,Place du Régent 1,327512282,https://www.plco.ch/fr/references/reseaux-de-chauffage-climatisation-a-distance/23-cad-lignieres,,2004,0.45,,120,0.775,5,,103,2571838.8,1215090.6
tn635,Kompostgasanlage Wauwiler Champignons AG,6242,Wauwil,Wauwiler Champignons AG,Wauwiler Champignons AG,Kreuzmatt 14,419841020,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2011,0.526,2900,,,8,,103,2644883.5,1226084.3
tn636,Wärmeverbund See Weggis,6353,Weggis,Korporation Weggis,Korporation Weggis,Luzernerstrasse 37,413901775,https://www.korporation-weggis.ch/waermeverbund.html,info@korporation-weggis.ch,2017,2.5,,,,10,,103,2675746.5,1209574.5
tn142,Nahwärmeverbund Urnäsch,9107,Urnäsch,Wärmeverbund Urnäsch AG,Gemeinde Urnäsch,Postfach 143,713641625,https://www.holzenergie.ch/uploads/tx_ttproducts/datasheet/22_BewaehrteFirmen_5.pdf,frischknecht4@bluewin.ch,2007,3.65,,,,5,,102,2739456.1,1242331.3
tn144,Wärmeverbund Holzin AG,9050,Appenzell,Wärmeverbund Holzin AG,Holzin AG,Rütistrasse 49,717880820,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2012,1.35,5415,,,5,,103,2748146.6,1244258.3
tn146,"Wärmeverbund Neumattschule und Gemeindehof, Aesch (BL)",4147,Aesch BL,Gemeinde Aesch,Neumattschulhaus,Reinacherstrasse 1,617567750,https://www.iwb.ch,thomas.bachofner@iwb.ch,1991,0.9,1200,5,0.5,3,1,103,2611640.9,1257865.4
tn147,Wärmeversorgung Sunnefäld,4147,Aesch BL,ADEV Energiegenossenschaft,ADEV Energiegenossenschaft,Kasernenstrasse 63<br />4410 Liestal,619272030,https://www.adev.ch,info@adev.ch,2013,0.19,800,32,2,3,,103,2611553.9,1258304.5
tn637,Wärmeverbund Weiher,6353,Weggis,Korporation Weggis,Korporation Weggis,Gewerbezone Weiher,412686011,https://www.amstutzholzenergie.ch/energietechnik/referenzen/,energietechnik@amstutzholzenergie.ch,2010,2.6,3000,,1.5,5,1,103,2675059.5,1209635
tn269,CAD La Praye AG,2608,Courtelary,La Praye Energie SA,La Praye Energie SA,Grand Rue 68,329442055,https://www.schmid-energy.ch/files/medienarchiv/RZ2_DE_FOCUS_2018.pdf,info@schmid-machines.ch,2015,2.4,4800,,5.7,5,,103,2572977.1,1225604.9
tn629,Schulhaus Kotten,6210,Sursee,Schule Kotten,Schule Kotten,Kottenmatte 2,419258430,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,,,,,,5,,103,2649747.7,1224871.7
tn626,Hofstetterfeld,6210,Sursee,,,Hofstetterfeld,,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,,,,,,13,,103,2651552.2,1225110.4
tn630,Schulhaus Neufeld,6210,Sursee,Schulhaus Neufeld,Schulhaus Neufeld,Badstrasse 19,415258021,https://www.sursee-mittelland.ch/assets/RET/Planungsinstrumente-Karte-4-Infrastruktur.pdf,,,,,,,5,,103,2650733.7,1224372.3
tn638,Alterszentrum Waldruh,6130,Willisau,Regionale Alters- und Pflegezentrum Waldruh,Regionale Alters- und Pflegezentrum Waldruh,Gulpstrasse 21,419725555,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2012,0.301,505,,,6,,103,2641640.8,1219236.6
tn640,Wärmeverbund Schlossfeld Willisau,6130,Willisau,Wärmeverbund Schlossfeld Willisau AG,c/o Korporation Stadt Willisau,Chilegass 15,419704343,https://www.amstutzholzenergie.ch/energietechnik/referenzen/,info@wvsw.ch,2014,4.3,4400,,,5,1,103,2641730.6,1218613.8
tn641,Wärmeversorgung Gebr. Küng AG,6130,Willisau,"Gebr. Küng AG, Willisau",Gebr. Küng AG,Säge- und Hobelwerk,419701616,https://kueng-saegerei.ch/,info@kueng-sagerei.ch,2000,1.04999995,,10,,5,,103,2642576.7,1218872.5
tn642,Wärmeverbund LUKS und Tropenhaus,6110,Wolhusen,Transitgas AG,LUKS Wolhusen,Spitalstrasse 50,414928282,https://mueller-energie-consulting.ch/referenzen/waermeverbund-ara-worblental/,,,,,,,14,,103,2649643,1212618.6
